,Code,Borough,Month,Average Price,Year
600,E09000007,Camden,4,990655.0,2015
601,E09000008,Croydon,4,314107.0,2015
602,E09000009,Ealing,4,506978.5,2015
603,E09000010,Enfield,4,367379.0,2015
604,E09000011,Greenwich,4,371995.5,2015
605,E09000012,Hackney,4,516063.5,2015
606,E09000013,Hammersmith and Fulham,4,924446.5,2015
607,E09000014,Haringey,4,549979.5,2015
608,E09000015,Harrow,4,441781.0,2015
609,E09000016,Havering,4,291934.0,2015
610,E09000017,Hillingdon,4,365134.0,2015
611,E09000018,Hounslow,4,438747.0,2015
612,E09000019,Islington,4,696717.0,2015
613,E09000020,Kensington and Chelsea,4,1949951.5,2015
614,E09000021,Kingston upon Thames,4,487148.5,2015
615,E09000022,Lambeth,4,530644.5,2015
616,E09000023,Lewisham,4,375035.5,2015
617,E09000024,Merton,4,558254.0,2015
618,E09000025,Newham,4,285754.0,2015
619,E09000026,Redbridge,4,355888.5,2015
620,E09000027,Richmond upon Thames,4,743360.0,2015
621,E09000028,Southwark,4,541517.0,2015
622,E09000029,Sutton,4,334438.0,2015
623,E09000030,Tower Hamlets,4,448345.0,2015
624,E09000031,Waltham Forest,4,351659.0,2015
625,E09000032,Wandsworth,4,687033.5,2015
626,E09000033,Westminster,4,1479323.5,2015
627,E09000001,City of London,5,931763.0,2015
628,E09000002,Barking and Dagenham,5,226261.0,2015
629,E09000003,Barnet,5,553199.0,2015
630,E09000004,Bexley,5,277861.0,2015
631,E09000005,Brent,5,491118.0,2015
632,E09000006,Bromley,5,418084.0,2015
633,E09000007,Camden,5,996667.0,2015
634,E09000008,Croydon,5,318590.0,2015
635,E09000009,Ealing,5,507765.0,2015
636,E09000010,Enfield,5,371580.0,2015
637,E09000011,Greenwich,5,371073.0,2015
638,E09000012,Hackney,5,524610.0,2015
639,E09000013,Hammersmith and Fulham,5,943205.0,2015
640,E09000014,Haringey,5,549650.0,2015
641,E09000015,Harrow,5,444425.0,2015
642,E09000016,Havering,5,294133.0,2015
643,E09000017,Hillingdon,5,368448.0,2015
644,E09000018,Hounslow,5,447841.0,2015
645,E09000019,Islington,5,707140.0,2015
646,E09000020,Kensington and Chelsea,5,1948436.0,2015
647,E09000021,Kingston upon Thames,5,494012.0,2015
648,E09000022,Lambeth,5,524320.0,2015
649,E09000023,Lewisham,5,377204.0,2015
650,E09000024,Merton,5,561599.0,2015
651,E09000025,Newham,5,291812.0,2015
652,E09000026,Redbridge,5,361736.0,2015
653,E09000027,Richmond upon Thames,5,743074.0,2015
654,E09000028,Southwark,5,547127.0,2015
655,E09000029,Sutton,5,338643.0,2015
656,E09000030,Tower Hamlets,5,450291.0,2015
657,E09000031,Waltham Forest,5,358406.0,2015
658,E09000032,Wandsworth,5,682203.0,2015
659,E09000033,Westminster,5,1468287.0,2015
660,E09000001,City of London,7,930555.0,2015
661,E09000002,Barking and Dagenham,7,230243.0,2015
662,E09000003,Barnet,7,553101.0,2015
663,E09000004,Bexley,7,281841.5,2015
664,E09000005,Brent,7,492605.0,2015
665,E09000006,Bromley,7,423840.0,2015
666,E09000007,Camden,7,1018917.5,2015
667,E09000008,Croydon,7,323524.0,2015
668,E09000009,Ealing,7,508570.5,2015
669,E09000010,Enfield,7,375184.5,2015
670,E09000011,Greenwich,7,376835.0,2015
671,E09000012,Hackney,7,532431.5,2015
672,E09000013,Hammersmith and Fulham,7,945155.0,2015
673,E09000014,Haringey,7,547063.0,2015
674,E09000015,Harrow,7,447636.5,2015
675,E09000016,Havering,7,301363.5,2015
676,E09000017,Hillingdon,7,374782.5,2015
677,E09000018,Hounslow,7,452136.5,2015
678,E09000019,Islington,7,716772.5,2015
679,E09000020,Kensington and Chelsea,7,1941873.5,2015
680,E09000021,Kingston upon Thames,7,494941.5,2015
681,E09000022,Lambeth,7,534089.5,2015
682,E09000023,Lewisham,7,383346.5,2015
683,E09000024,Merton,7,560662.5,2015
684,E09000025,Newham,7,296863.5,2015
685,E09000026,Redbridge,7,368292.0,2015
686,E09000027,Richmond upon Thames,7,748549.0,2015
687,E09000028,Southwark,7,553065.0,2015
688,E09000029,Sutton,7,342864.0,2015
689,E09000030,Tower Hamlets,7,456484.0,2015
690,E09000031,Waltham Forest,7,364648.0,2015
691,E09000032,Wandsworth,7,681206.5,2015
692,E09000033,Westminster,7,1440184.5,2015
693,E09000001,City of London,8,929347.0,2015
694,E09000002,Barking and Dagenham,8,234225.0,2015
695,E09000003,Barnet,8,553003.0,2015
696,E09000004,Bexley,8,285822.0,2015
697,E09000005,Brent,8,494092.0,2015
698,E09000006,Bromley,8,429596.0,2015
699,E09000007,Camden,8,1041168.0,2015
700,E09000008,Croydon,8,328458.0,2015
701,E09000009,Ealing,8,509376.0,2015
702,E09000010,Enfield,8,378789.0,2015
703,E09000011,Greenwich,8,382597.0,2015
704,E09000012,Hackney,8,540253.0,2015
705,E09000013,Hammersmith and Fulham,8,947105.0,2015
706,E09000014,Haringey,8,544476.0,2015
707,E09000015,Harrow,8,450848.0,2015
708,E09000016,Havering,8,308594.0,2015
709,E09000017,Hillingdon,8,381117.0,2015
710,E09000018,Hounslow,8,456432.0,2015
711,E09000019,Islington,8,726405.0,2015
712,E09000020,Kensington and Chelsea,8,1935311.0,2015
713,E09000021,Kingston upon Thames,8,495871.0,2015
714,E09000022,Lambeth,8,543859.0,2015
715,E09000023,Lewisham,8,389489.0,2015
716,E09000024,Merton,8,559726.0,2015
717,E09000025,Newham,8,301915.0,2015
718,E09000026,Redbridge,8,374848.0,2015
719,E09000027,Richmond upon Thames,8,754024.0,2015
720,E09000028,Southwark,8,559003.0,2015
721,E09000029,Sutton,8,347085.0,2015
722,E09000030,Tower Hamlets,8,462677.0,2015
723,E09000031,Waltham Forest,8,370890.0,2015
724,E09000032,Wandsworth,8,680210.0,2015
725,E09000033,Westminster,8,1412082.0,2015
726,E09000001,City of London,10,927819.0,2015
727,E09000002,Barking and Dagenham,10,239175.5,2015
728,E09000003,Barnet,10,559938.5,2015
729,E09000004,Bexley,10,290541.5,2015
730,E09000005,Brent,10,500206.5,2015
731,E09000006,Bromley,10,435635.5,2015
732,E09000007,Camden,10,1040601.0,2015
733,E09000008,Croydon,10,334613.0,2015
734,E09000009,Ealing,10,517171.0,2015
735,E09000010,Enfield,10,384345.5,2015
736,E09000011,Greenwich,10,391856.5,2015
737,E09000012,Hackney,10,552506.5,2015
738,E09000013,Hammersmith and Fulham,10,944000.5,2015
739,E09000014,Haringey,10,556987.5,2015
740,E09000015,Harrow,10,456383.5,2015
741,E09000016,Havering,10,313200.0,2015
742,E09000017,Hillingdon,10,387479.5,2015
743,E09000018,Hounslow,10,459228.0,2015
744,E09000019,Islington,10,735084.5,2015
745,E09000020,Kensington and Chelsea,10,1924837.0,2015
746,E09000021,Kingston upon Thames,10,498981.0,2015
747,E09000022,Lambeth,10,548990.0,2015
748,E09000023,Lewisham,10,396538.5,2015
749,E09000024,Merton,10,565544.0,2015
750,E09000025,Newham,10,310631.5,2015
751,E09000026,Redbridge,10,381382.0,2015
752,E09000027,Richmond upon Thames,10,754107.5,2015
753,E09000028,Southwark,10,571034.0,2015
754,E09000029,Sutton,10,352955.0,2015
755,E09000030,Tower Hamlets,10,473049.5,2015
756,E09000031,Waltham Forest,10,377627.5,2015
757,E09000032,Wandsworth,10,683899.0,2015
758,E09000033,Westminster,10,1386586.0,2015
759,E09000001,City of London,11,926291.0,2015
760,E09000002,Barking and Dagenham,11,244126.0,2015
761,E09000003,Barnet,11,566874.0,2015
762,E09000004,Bexley,11,295261.0,2015
763,E09000005,Brent,11,506321.0,2015
764,E09000006,Bromley,11,441675.0,2015
765,E09000007,Camden,11,1040034.0,2015
766,E09000008,Croydon,11,340768.0,2015
767,E09000009,Ealing,11,524966.0,2015
768,E09000010,Enfield,11,389902.0,2015
769,E09000011,Greenwich,11,401116.0,2015
770,E09000012,Hackney,11,564760.0,2015
771,E09000013,Hammersmith and Fulham,11,940896.0,2015
772,E09000014,Haringey,11,569499.0,2015
773,E09000015,Harrow,11,461919.0,2015
774,E09000016,Havering,11,317806.0,2015
775,E09000017,Hillingdon,11,393842.0,2015
776,E09000018,Hounslow,11,462024.0,2015
777,E09000019,Islington,11,743764.0,2015
778,E09000020,Kensington and Chelsea,11,1914363.0,2015
779,E09000021,Kingston upon Thames,11,502091.0,2015
780,E09000022,Lambeth,11,554121.0,2015
781,E09000023,Lewisham,11,403588.0,2015
782,E09000024,Merton,11,571362.0,2015
783,E09000025,Newham,11,319348.0,2015
784,E09000026,Redbridge,11,387916.0,2015
785,E09000027,Richmond upon Thames,11,754191.0,2015
786,E09000028,Southwark,11,583065.0,2015
787,E09000029,Sutton,11,358825.0,2015
788,E09000030,Tower Hamlets,11,483422.0,2015
789,E09000031,Waltham Forest,11,384365.0,2015
790,E09000032,Wandsworth,11,687588.0,2015
791,E09000033,Westminster,11,1361090.0,2015
792,E09000001,City of London,1,930947.5,2016
793,E09000002,Barking and Dagenham,1,249152.0,2016
794,E09000003,Barnet,1,571817.5,2016
795,E09000004,Bexley,1,300829.5,2016
796,E09000005,Brent,1,510867.0,2016
797,E09000006,Bromley,1,446675.0,2016
798,E09000007,Camden,1,1062605.5,2016
799,E09000008,Croydon,1,345848.0,2016
800,E09000009,Ealing,1,532286.5,2016
801,E09000010,Enfield,1,397167.0,2016
802,E09000011,Greenwich,1,409172.5,2016
803,E09000012,Hackney,1,575933.5,2016
804,E09000013,Hammersmith and Fulham,1,942760.5,2016
805,E09000014,Haringey,1,578574.5,2016
806,E09000015,Harrow,1,468019.5,2016
807,E09000016,Havering,1,323051.5,2016
808,E09000017,Hillingdon,1,400955.0,2016
809,E09000018,Hounslow,1,471492.0,2016
810,E09000019,Islington,1,743806.0,2016
811,E09000020,Kensington and Chelsea,1,1931309.0,2016
812,E09000021,Kingston upon Thames,1,510463.0,2016
813,E09000022,Lambeth,1,559972.0,2016
814,E09000023,Lewisham,1,408635.5,2016
815,E09000024,Merton,1,576486.5,2016
816,E09000025,Newham,1,326119.0,2016
817,E09000026,Redbridge,1,393239.0,2016
818,E09000027,Richmond upon Thames,1,763132.5,2016
819,E09000028,Southwark,1,595390.0,2016
820,E09000029,Sutton,1,363877.5,2016
821,E09000030,Tower Hamlets,1,492476.0,2016
822,E09000031,Waltham Forest,1,392423.0,2016
823,E09000032,Wandsworth,1,700667.5,2016
824,E09000033,Westminster,1,1387088.0,2016
825,E09000001,City of London,2,935604.0,2016
826,E09000002,Barking and Dagenham,2,254178.0,2016
827,E09000003,Barnet,2,576761.0,2016
828,E09000004,Bexley,2,306398.0,2016
829,E09000005,Brent,2,515413.0,2016
830,E09000006,Bromley,2,451675.0,2016
831,E09000007,Camden,2,1085177.0,2016
832,E09000008,Croydon,2,350928.0,2016
833,E09000009,Ealing,2,539607.0,2016
834,E09000010,Enfield,2,404432.0,2016
835,E09000011,Greenwich,2,417229.0,2016
836,E09000012,Hackney,2,587107.0,2016
837,E09000013,Hammersmith and Fulham,2,944625.0,2016
838,E09000014,Haringey,2,587650.0,2016
839,E09000015,Harrow,2,474120.0,2016
840,E09000016,Havering,2,328297.0,2016
841,E09000017,Hillingdon,2,408068.0,2016
842,E09000018,Hounslow,2,480960.0,2016
843,E09000019,Islington,2,743848.0,2016
844,E09000020,Kensington and Chelsea,2,1948255.0,2016
845,E09000021,Kingston upon Thames,2,518835.0,2016
846,E09000022,Lambeth,2,565823.0,2016
847,E09000023,Lewisham,2,413683.0,2016
848,E09000024,Merton,2,581611.0,2016
849,E09000025,Newham,2,332890.0,2016
850,E09000026,Redbridge,2,398562.0,2016
851,E09000027,Richmond upon Thames,2,772074.0,2016
852,E09000028,Southwark,2,607715.0,2016
853,E09000029,Sutton,2,368930.0,2016
854,E09000030,Tower Hamlets,2,501530.0,2016
855,E09000031,Waltham Forest,2,400481.0,2016
856,E09000032,Wandsworth,2,713747.0,2016
857,E09000033,Westminster,2,1413086.0,2016
858,E09000001,City of London,4,926719.0,2016
859,E09000002,Barking and Dagenham,4,259718.5,2016
860,E09000003,Barnet,4,579399.5,2016
861,E09000004,Bexley,4,313083.5,2016
862,E09000005,Brent,4,516318.5,2016
863,E09000006,Bromley,4,456751.5,2016
864,E09000007,Camden,4,1086902.5,2016
865,E09000008,Croydon,4,354435.0,2016
866,E09000009,Ealing,4,541119.5,2016
867,E09000010,Enfield,4,411895.0,2016
868,E09000011,Greenwich,4,421778.0,2016
869,E09000012,Hackney,4,590901.0,2016
870,E09000013,Hammersmith and Fulham,4,940726.0,2016
871,E09000014,Haringey,4,596157.5,2016
872,E09000015,Harrow,4,476181.5,2016
873,E09000016,Havering,4,332386.0,2016
874,E09000017,Hillingdon,4,415025.5,2016
875,E09000018,Hounslow,4,483377.0,2016
876,E09000019,Islington,4,743110.0,2016
877,E09000020,Kensington and Chelsea,4,1937194.5,2016
878,E09000021,Kingston upon Thames,4,524736.5,2016
879,E09000022,Lambeth,4,572405.5,2016
880,E09000023,Lewisham,4,419474.0,2016
881,E09000024,Merton,4,586063.5,2016
882,E09000025,Newham,4,337806.0,2016
883,E09000026,Redbridge,4,401996.5,2016
884,E09000027,Richmond upon Thames,4,773368.5,2016
885,E09000028,Southwark,4,615628.5,2016
886,E09000029,Sutton,4,372844.0,2016
887,E09000030,Tower Hamlets,4,508186.0,2016
888,E09000031,Waltham Forest,4,406009.0,2016
889,E09000032,Wandsworth,4,722804.5,2016
890,E09000033,Westminster,4,1444506.0,2016
891,E09000001,City of London,5,917834.0,2016
892,E09000002,Barking and Dagenham,5,265259.0,2016
893,E09000003,Barnet,5,582038.0,2016
894,E09000004,Bexley,5,319769.0,2016
895,E09000005,Brent,5,517224.0,2016
896,E09000006,Bromley,5,461828.0,2016
897,E09000007,Camden,5,1088628.0,2016
898,E09000008,Croydon,5,357942.0,2016
899,E09000009,Ealing,5,542632.0,2016
900,E09000010,Enfield,5,419358.0,2016
901,E09000011,Greenwich,5,426327.0,2016
902,E09000012,Hackney,5,594695.0,2016
903,E09000013,Hammersmith and Fulham,5,936827.0,2016
904,E09000014,Haringey,5,604665.0,2016
905,E09000015,Harrow,5,478243.0,2016
906,E09000016,Havering,5,336475.0,2016
907,E09000017,Hillingdon,5,421983.0,2016
908,E09000018,Hounslow,5,485794.0,2016
909,E09000019,Islington,5,742372.0,2016
910,E09000020,Kensington and Chelsea,5,1926134.0,2016
911,E09000021,Kingston upon Thames,5,530638.0,2016
912,E09000022,Lambeth,5,578988.0,2016
913,E09000023,Lewisham,5,425265.0,2016
914,E09000024,Merton,5,590516.0,2016
915,E09000025,Newham,5,342722.0,2016
916,E09000026,Redbridge,5,405431.0,2016
917,E09000027,Richmond upon Thames,5,774663.0,2016
918,E09000028,Southwark,5,623542.0,2016
919,E09000029,Sutton,5,376758.0,2016
920,E09000030,Tower Hamlets,5,514842.0,2016
921,E09000031,Waltham Forest,5,411537.0,2016
922,E09000032,Wandsworth,5,731862.0,2016
923,E09000033,Westminster,5,1475926.0,2016
924,E09000001,City of London,7,906829.0,2016
925,E09000002,Barking and Dagenham,7,270590.5,2016
926,E09000003,Barnet,7,581536.5,2016
927,E09000004,Bexley,7,325606.5,2016
928,E09000005,Brent,7,522025.5,2016
929,E09000006,Bromley,7,465778.5,2016
930,E09000007,Camden,7,1067272.0,2016
931,E09000008,Croydon,7,362194.5,2016
932,E09000009,Ealing,7,544318.5,2016
933,E09000010,Enfield,7,429093.0,2016
934,E09000011,Greenwich,7,430650.5,2016
935,E09000012,Hackney,7,602203.0,2016
936,E09000013,Hammersmith and Fulham,7,934111.5,2016
937,E09000014,Haringey,7,609728.0,2016
938,E09000015,Harrow,7,485175.0,2016
939,E09000016,Havering,7,342079.5,2016
940,E09000017,Hillingdon,7,426230.5,2016
941,E09000018,Hounslow,7,483101.5,2016
942,E09000019,Islington,7,743703.5,2016
943,E09000020,Kensington and Chelsea,7,1906537.0,2016
944,E09000021,Kingston upon Thames,7,535141.0,2016
945,E09000022,Lambeth,7,580156.5,2016
946,E09000023,Lewisham,7,429137.0,2016
947,E09000024,Merton,7,587684.5,2016
948,E09000025,Newham,7,347245.5,2016
949,E09000026,Redbridge,7,410181.0,2016
950,E09000027,Richmond upon Thames,7,775566.5,2016
951,E09000028,Southwark,7,624057.0,2016
952,E09000029,Sutton,7,380159.5,2016
953,E09000030,Tower Hamlets,7,517660.5,2016
954,E09000031,Waltham Forest,7,416580.5,2016
955,E09000032,Wandsworth,7,743153.0,2016
956,E09000033,Westminster,7,1499534.5,2016
957,E09000001,City of London,8,895824.0,2016
958,E09000002,Barking and Dagenham,8,275922.0,2016
959,E09000003,Barnet,8,581035.0,2016
960,E09000004,Bexley,8,331444.0,2016
961,E09000005,Brent,8,526827.0,2016
962,E09000006,Bromley,8,469729.0,2016
963,E09000007,Camden,8,1045916.0,2016
964,E09000008,Croydon,8,366447.0,2016
965,E09000009,Ealing,8,546005.0,2016
966,E09000010,Enfield,8,438828.0,2016
967,E09000011,Greenwich,8,434974.0,2016
968,E09000012,Hackney,8,609711.0,2016
969,E09000013,Hammersmith and Fulham,8,931396.0,2016
970,E09000014,Haringey,8,614791.0,2016
971,E09000015,Harrow,8,492107.0,2016
972,E09000016,Havering,8,347684.0,2016
973,E09000017,Hillingdon,8,430478.0,2016
974,E09000018,Hounslow,8,480409.0,2016
975,E09000019,Islington,8,745035.0,2016
976,E09000020,Kensington and Chelsea,8,1886940.0,2016
977,E09000021,Kingston upon Thames,8,539644.0,2016
978,E09000022,Lambeth,8,581325.0,2016
979,E09000023,Lewisham,8,433009.0,2016
980,E09000024,Merton,8,584853.0,2016
981,E09000025,Newham,8,351769.0,2016
982,E09000026,Redbridge,8,414931.0,2016
983,E09000027,Richmond upon Thames,8,776470.0,2016
984,E09000028,Southwark,8,624572.0,2016
985,E09000029,Sutton,8,383561.0,2016
986,E09000030,Tower Hamlets,8,520479.0,2016
987,E09000031,Waltham Forest,8,421624.0,2016
988,E09000032,Wandsworth,8,754444.0,2016
989,E09000033,Westminster,8,1523143.0,2016
990,E09000001,City of London,10,911930.0,2016
991,E09000002,Barking and Dagenham,10,282549.0,2016
992,E09000003,Barnet,10,582618.5,2016
993,E09000004,Bexley,10,336034.5,2016
994,E09000005,Brent,10,522161.5,2016
995,E09000006,Bromley,10,473935.0,2016
996,E09000007,Camden,10,1054581.5,2016
997,E09000008,Croydon,10,369250.5,2016
998,E09000009,Ealing,10,549836.5,2016
999,E09000010,Enfield,10,444560.5,2016
1000,E09000011,Greenwich,10,440202.5,2016
1001,E09000012,Hackney,10,606276.5,2016
1002,E09000013,Hammersmith and Fulham,10,935810.0,2016
1003,E09000014,Haringey,10,610709.5,2016
1004,E09000015,Harrow,10,498458.5,2016
1005,E09000016,Havering,10,353142.5,2016
1006,E09000017,Hillingdon,10,435111.5,2016
1007,E09000018,Hounslow,10,478338.5,2016
1008,E09000019,Islington,10,749774.0,2016
1009,E09000020,Kensington and Chelsea,10,1920166.0,2016
1010,E09000021,Kingston upon Thames,10,543428.5,2016
1011,E09000022,Lambeth,10,584952.0,2016
1012,E09000023,Lewisham,10,433889.0,2016
1013,E09000024,Merton,10,586111.5,2016
1014,E09000025,Newham,10,361122.5,2016
1015,E09000026,Redbridge,10,419030.0,2016
1016,E09000027,Richmond upon Thames,10,775913.0,2016
1017,E09000028,Southwark,10,634214.5,2016
1018,E09000029,Sutton,10,385572.5,2016
1019,E09000030,Tower Hamlets,10,522493.0,2016
1020,E09000031,Waltham Forest,10,426750.5,2016
1021,E09000032,Wandsworth,10,764964.0,2016
1022,E09000033,Westminster,10,1551490.5,2016
1023,E09000001,City of London,11,928036.0,2016
1024,E09000002,Barking and Dagenham,11,289176.0,2016
1025,E09000003,Barnet,11,584202.0,2016
1026,E09000004,Bexley,11,340625.0,2016
1027,E09000005,Brent,11,517496.0,2016
1028,E09000006,Bromley,11,478141.0,2016
1029,E09000007,Camden,11,1063247.0,2016
1030,E09000008,Croydon,11,372054.0,2016
1031,E09000009,Ealing,11,553668.0,2016
1032,E09000010,Enfield,11,450293.0,2016
1033,E09000011,Greenwich,11,445431.0,2016
1034,E09000012,Hackney,11,602842.0,2016
1035,E09000013,Hammersmith and Fulham,11,940224.0,2016
1036,E09000014,Haringey,11,606628.0,2016
1037,E09000015,Harrow,11,504810.0,2016
1038,E09000016,Havering,11,358601.0,2016
1039,E09000017,Hillingdon,11,439745.0,2016
1040,E09000018,Hounslow,11,476268.0,2016
1041,E09000019,Islington,11,754513.0,2016
1042,E09000020,Kensington and Chelsea,11,1953392.0,2016
1043,E09000021,Kingston upon Thames,11,547213.0,2016
1044,E09000022,Lambeth,11,588579.0,2016
1045,E09000023,Lewisham,11,434769.0,2016
1046,E09000024,Merton,11,587370.0,2016
1047,E09000025,Newham,11,370476.0,2016
1048,E09000026,Redbridge,11,423129.0,2016
1049,E09000027,Richmond upon Thames,11,775356.0,2016
1050,E09000028,Southwark,11,643857.0,2016
1051,E09000029,Sutton,11,387584.0,2016
1052,E09000030,Tower Hamlets,11,524507.0,2016
1053,E09000031,Waltham Forest,11,431877.0,2016
1054,E09000032,Wandsworth,11,775484.0,2016
1055,E09000033,Westminster,11,1579838.0,2016
1056,E09000001,City of London,1,928536.5,2017
1057,E09000002,Barking and Dagenham,1,294279.5,2017
1058,E09000003,Barnet,1,587512.5,2017
1059,E09000004,Bexley,1,342989.0,2017
1060,E09000005,Brent,1,517802.0,2017
1061,E09000006,Bromley,1,480994.0,2017
1062,E09000007,Camden,1,1046342.5,2017
1063,E09000008,Croydon,1,374709.5,2017
1064,E09000009,Ealing,1,553113.5,2017
1065,E09000010,Enfield,1,454776.5,2017
1066,E09000011,Greenwich,1,449127.5,2017
1067,E09000012,Hackney,1,600694.0,2017
1068,E09000013,Hammersmith and Fulham,1,936577.0,2017
1069,E09000014,Haringey,1,616550.0,2017
1070,E09000015,Harrow,1,508200.0,2017
1071,E09000016,Havering,1,362711.5,2017
1072,E09000017,Hillingdon,1,441990.5,2017
1073,E09000018,Hounslow,1,479251.5,2017
1074,E09000019,Islington,1,758057.0,2017
1075,E09000020,Kensington and Chelsea,1,1968857.5,2017
1076,E09000021,Kingston upon Thames,1,549830.5,2017
1077,E09000022,Lambeth,1,588701.5,2017
1078,E09000023,Lewisham,1,438087.0,2017
1079,E09000024,Merton,1,591282.0,2017
1080,E09000025,Newham,1,377795.5,2017
1081,E09000026,Redbridge,1,426357.5,2017
1082,E09000027,Richmond upon Thames,1,777733.0,2017
1083,E09000028,Southwark,1,647518.0,2017
1084,E09000029,Sutton,1,389533.5,2017
1085,E09000030,Tower Hamlets,1,525959.5,2017
1086,E09000031,Waltham Forest,1,436255.0,2017
1087,E09000032,Wandsworth,1,781920.5,2017
1088,E09000033,Westminster,1,1594748.0,2017
1089,E09000001,City of London,2,929037.0,2017
1090,E09000002,Barking and Dagenham,2,299383.0,2017
1091,E09000003,Barnet,2,590823.0,2017
1092,E09000004,Bexley,2,345353.0,2017
1093,E09000005,Brent,2,518108.0,2017
1094,E09000006,Bromley,2,483847.0,2017
1095,E09000007,Camden,2,1029438.0,2017
1096,E09000008,Croydon,2,377365.0,2017
1097,E09000009,Ealing,2,552559.0,2017
1098,E09000010,Enfield,2,459260.0,2017
1099,E09000011,Greenwich,2,452824.0,2017
1100,E09000012,Hackney,2,598546.0,2017
1101,E09000013,Hammersmith and Fulham,2,932930.0,2017
1102,E09000014,Haringey,2,626472.0,2017
1103,E09000015,Harrow,2,511590.0,2017
1104,E09000016,Havering,2,366822.0,2017
1105,E09000017,Hillingdon,2,444236.0,2017
1106,E09000018,Hounslow,2,482235.0,2017
1107,E09000019,Islington,2,761601.0,2017
1108,E09000020,Kensington and Chelsea,2,1984323.0,2017
1109,E09000021,Kingston upon Thames,2,552448.0,2017
1110,E09000022,Lambeth,2,588824.0,2017
1111,E09000023,Lewisham,2,441405.0,2017
1112,E09000024,Merton,2,595194.0,2017
1113,E09000025,Newham,2,385115.0,2017
1114,E09000026,Redbridge,2,429586.0,2017
1115,E09000027,Richmond upon Thames,2,780110.0,2017
1116,E09000028,Southwark,2,651179.0,2017
1117,E09000029,Sutton,2,391483.0,2017
1118,E09000030,Tower Hamlets,2,527412.0,2017
1119,E09000031,Waltham Forest,2,440633.0,2017
1120,E09000032,Wandsworth,2,788357.0,2017
1121,E09000033,Westminster,2,1609658.0,2017
1122,E09000001,City of London,4,941274.5,2017
1123,E09000002,Barking and Dagenham,4,300545.5,2017
1124,E09000003,Barnet,4,603573.5,2017
1125,E09000004,Bexley,4,346429.0,2017
1126,E09000005,Brent,4,527113.5,2017
1127,E09000006,Bromley,4,486835.0,2017
1128,E09000007,Camden,4,1056183.0,2017
1129,E09000008,Croydon,4,381374.0,2017
1130,E09000009,Ealing,4,560325.5,2017
1131,E09000010,Enfield,4,461941.0,2017
1132,E09000011,Greenwich,4,454691.5,2017
1133,E09000012,Hackney,4,600616.0,2017
1134,E09000013,Hammersmith and Fulham,4,935411.5,2017
1135,E09000014,Haringey,4,635699.0,2017
1136,E09000015,Harrow,4,516899.0,2017
1137,E09000016,Havering,4,369842.0,2017
1138,E09000017,Hillingdon,4,445571.5,2017
1139,E09000018,Hounslow,4,481842.0,2017
1140,E09000019,Islington,4,766440.0,2017
1141,E09000020,Kensington and Chelsea,4,2026410.5,2017
1142,E09000021,Kingston upon Thames,4,554441.0,2017
1143,E09000022,Lambeth,4,593422.5,2017
1144,E09000023,Lewisham,4,446834.0,2017
1145,E09000024,Merton,4,603033.0,2017
1146,E09000025,Newham,4,392514.5,2017
1147,E09000026,Redbridge,4,432967.0,2017
1148,E09000027,Richmond upon Thames,4,789218.5,2017
1149,E09000028,Southwark,4,656960.0,2017
1150,E09000029,Sutton,4,392722.5,2017
1151,E09000030,Tower Hamlets,4,529340.5,2017
1152,E09000031,Waltham Forest,4,443115.5,2017
1153,E09000032,Wandsworth,4,802417.5,2017
1154,E09000033,Westminster,4,1634103.5,2017
1155,E09000001,City of London,5,953512.0,2017
1156,E09000002,Barking and Dagenham,5,301708.0,2017
1157,E09000003,Barnet,5,616324.0,2017
1158,E09000004,Bexley,5,347505.0,2017
1159,E09000005,Brent,5,536119.0,2017
1160,E09000006,Bromley,5,489823.0,2017
1161,E09000007,Camden,5,1082928.0,2017
1162,E09000008,Croydon,5,385383.0,2017
1163,E09000009,Ealing,5,568092.0,2017
1164,E09000010,Enfield,5,464622.0,2017
1165,E09000011,Greenwich,5,456559.0,2017
1166,E09000012,Hackney,5,602686.0,2017
1167,E09000013,Hammersmith and Fulham,5,937893.0,2017
1168,E09000014,Haringey,5,644926.0,2017
1169,E09000015,Harrow,5,522208.0,2017
1170,E09000016,Havering,5,372862.0,2017
1171,E09000017,Hillingdon,5,446907.0,2017
1172,E09000018,Hounslow,5,481449.0,2017
1173,E09000019,Islington,5,771279.0,2017
1174,E09000020,Kensington and Chelsea,5,2068498.0,2017
1175,E09000021,Kingston upon Thames,5,556434.0,2017
1176,E09000022,Lambeth,5,598021.0,2017
1177,E09000023,Lewisham,5,452263.0,2017
1178,E09000024,Merton,5,610872.0,2017
1179,E09000025,Newham,5,399914.0,2017
1180,E09000026,Redbridge,5,436348.0,2017
1181,E09000027,Richmond upon Thames,5,798327.0,2017
1182,E09000028,Southwark,5,662741.0,2017
1183,E09000029,Sutton,5,393962.0,2017
1184,E09000030,Tower Hamlets,5,531269.0,2017
1185,E09000031,Waltham Forest,5,445598.0,2017
1186,E09000032,Wandsworth,5,816478.0,2017
1187,E09000033,Westminster,5,1658549.0,2017
1188,E09000001,City of London,7,957647.0,2017
1189,E09000002,Barking and Dagenham,7,302196.5,2017
1190,E09000003,Barnet,7,627482.0,2017
1191,E09000004,Bexley,7,349982.0,2017
1192,E09000005,Brent,7,541665.0,2017
1193,E09000006,Bromley,7,493338.0,2017
